experiment_id,run_id,oracle,variant,seed,summary_schema_version,status,oracle_budget,all_oracle_calls,charged_child_count,child_views,events,iterations_completed,elapsed_seconds,reporting_frequency,all_top_1,all_top_10,all_top_100,all_auc_top_1,all_auc_top_10,all_auc_top_100,child_total_score_count,child_total_axis_budget,child_total_top_1,child_total_top_10,child_total_top_100,child_total_auc_top_1,child_total_auc_top_10,child_total_auc_top_100,child_count_score_count,child_count_axis_budget,child_count_top_1,child_count_top_10,child_count_top_100,child_count_auc_top_1,child_count_auc_top_10,child_count_auc_top_100,child_legacy_score_count,child_legacy_axis_budget,child_legacy_top_1,child_legacy_top_10,child_legacy_top_100,child_legacy_auc_top_1,child_legacy_auc_top_10,child_legacy_auc_top_100,population_size,warmup,gamma,softmax_temp,randomness,guidance_scale,min_mol_size,max_mol_size,max_iterations,checkpoint_every,policy_mode,min_support,parent_control,prior_mean,prior_strength,prior_mean_source,delta_attribution,legacy_seed_count,legacy_warmup_off_by_one,durable_events,population_sampling_order,config_sha256,model_path,model_sha256,vocabulary_path,vocabulary_sha256,scientific_status,git_commit,git_branch,git_dirty,tracked_diff_sha256,hostname,python_version,cuda_visible_devices,gpu_name,gpu_logical_index,torch_version,rdkit_version,resume_count,launch_attempt_count,launch_history_complete,launch_policy_complete,launch_matrix_provenance_complete,launch_provenance_complete,launch_gpu_migrated,launch_any_gpu_sharing,launch_wall_time_comparable,durable_events_provenance_complete,timing_provenance_complete,launch_first_time_unix,launch_last_time_unix,launch_gpu_uuids,launch_command_sha256s,launch_logs,source_manifest_sha256,source_summary_sha256,source_events_sha256,source_checkpoint_sha256
fragment_vocab_micro_40k_v1,fragment_vocab_micro_40k_v1:qed:released:seed0,qed,released,0,1,completed,5,5,5,legacy,5,5,2.0814917550305836,1,0.9070567426237477,0.8739337742847347,0.8739337742847347,0.816351068361373,0.791139900149321,0.791139900149321,,,,,,,,,,,,,,,,,5,5,0.9070567426237477,0.8739337742847347,0.8739337742847347,0.816351068361373,0.791139900149321,0.791139900149321,100,2,0.0,1.2,2.0,2.0,10,30,50,1,released,1,false,,0.0,,novel_vs_parent,1,true,,,397a8a4925ee0c7be901b234947f5e2dfdc2474145b0c66911c0113be00c7798,/home/aidar.alimbayev/Documents/genmolv2/outputs/paper_v1/checkpoints/40000.ckpt,2c153c347a749c671661d7d4d8f04d4bf8857a4a6d0fef87cceab40d2785f88e,/home/aidar.alimbayev/Documents/genmolv2/scripts/exps/pmo/vocab/qed.csv,6b98420f3fa88835e50cb28b960225dc6c7857a29f3057fb1ca22b4211c1806c,"Five-call end-to-end engineering check using the preliminary 40k checkpoint. This run validates model loading, generation, oracle accounting, logging, and checkpointing only; it is not evidence about algorithm quality and is not comparable with the paper.",3d8a7c278fa3292c1fe60ed0d0a9f889f5ffc26d,codex/fragment-vocab-ablation,true,313b89197e785e111213bf8044a34b5ac64c5b2a9342493b7a8179b3eaf2a5f9,srv-01,3.10.21,3,NVIDIA RTX A6000,0,2.6.0+cu124,2023.09.6,0,1,true,false,false,false,false,true,,false,true,1788616014.4885159,1788616014.4885159,"[""GPU-2cd1aa5b-616e-e6d3-b54d-49241cc8f959""]","[""4b4fd0035c37349eb3651f5d65553132dff4332916ec4a91882c2ead9da5d163""]","[""/home/aidar.alimbayev/Documents/genmolv2/output/logs/pmo_fragment_vocab_micro_40k_v1__qed__released__seed0.log""]",c298e0719bed97ea17e952cc57d497d1c528bb1b65650f0d4561368e3a568d3b,9561cd127a19ce4bf50f07d0cac7c6f77af08fbb011b8573c5ca4910cc38c9bf,7733339347a9612d00ab543a5d8dddd68a21c9a56a864227066966ef5158fd5e,b25b731827345559a9613503e57f8b685f6942b01e5488c36ab75d4a0523844e
